.00,0.83,37732,10.00,1.00,0.01,0.00
10.93,-15.00,100.00,0.83,37725,10.00,1.00,0.01,0.00
10.91,-15.00,100.00,0.83,37729,10.00,1.00,0.01,0.00
10.90,-15.00,100.00,0.83,37731,10.00,1.00,0.01,0.00
10.87,-15.00,100.00,0.83,37729,10.00,1.00,0.01,0.00
10.85,-15.00,100.00,0.83,37731,10.00,1.00,0.01,0.00
10.83,-15.00,100.00,0.83,37732,10.00,1.00,0.01,0.00
10.82,-15.00,100.00,0.83,37730,10.00,1.00,0.01,0.00
10.79,-15.00,100.00,0.83,37729,10.00,1.00,0.01,0.00
10.77,-15.00,100.00,0.83,37732,10.00,1.00,0.01,0.00
10.74,-15.00,100.00,0.83,37732,10.00,1.00,0.01,0.00
10.72,-15.00,100.00,0.83,37732,10.00,1.00,0.01,0.00
10.7-8.12,-15.00,92.70,0.83,37725,10.00,1.00,0.01,0.00
-8.19,-15.00,90.95,0.83,37695,10.00,1.00,0.01,0.00
-8.13,-15.00,90.95,0.83,37725,10.00,1.00,0.01,0.00
-8.14,-15.00,92.90,0.83,37723,10.00,1.00,0.01,0.00
-8.16,-15.00,91.97,0.83,37720,10.00,1.00,0.01,0.00
-8.16,-15.00,91.97,0.83,37773,10.00,1.00,0.01,0.00
-8.16,-15.00,92.23,0.83,37736,10.00,1.00,0.01,0.00
-8.19,-15.00,91.53,0.83,37732,10.00,1.00,0.01,0.00
-8.22,-15.00,91.53,0.83,37728,10.00,1.00,0.01,0.00
-8.20,-15.00,91.67,0.83,37729,10.00,1.00,0.01,0.00
-8.22,-15.00,91.67,0.82,37748,10.00,1.00,0.01,0.00
-8.23,-15.00,91.10,0.83,37723,10.00,1.00,0.01,0.00
-8.24,-15.00,91.32,0.83,37729,10.00,1.00,0.01,0.00
-8.26,-15.00,91.32,0.83,37728,10.00,1.00,0.01,0.00
-8.26,-15.00,90.92,0.83,37733,10.00,1.00,0.01,0.00
-8.27,-15.00,90.92,0.83,37732,10.00,1.00,0.01,0.00
-8.28,-15.00,90.86,0.83,37764,10.00,1.00,0.01,0.00
-8.29,-15.00,90.76,0.83,37742,10.00,1.00,0.01,0.00
-8.31,-15.00,90.76,0.83,37733,10.00,1.00,0.01,0.00
-8.32,-15.00,90.25,0.83,37734,10.00,1.00,0.01,0.00
-8.33,-15.00,90.25,0.83,37732,10.00,1.00,0.01,0.00
-8.34,-15.00,90.36,0.83,37715,10.00,1.00,0.01,0.00
-8.34,-15.00,90.35,0.83,37737,10.00,1.00,0.01,0.00
-8.37,-15.00,90.35,0.83,37734,10.00,1.00,0.01,0.00
-8.38,-15.00,89.56,0.83,37720,10.00,1.00,0.01,0.00
-8.38,-15.00,89.56,0.83,37735,10.00,1.00,0.01,0.00
-8.41,-15.00,89.43,0.83,37729,10.00,1.00,0.01,0.00
-8.39,-15.00,90.24,0.83,37742,10.00,1.00,0.01,0.00
-8.44,-15.00,90.24,0.83,37724,10.00,1.00,0.01,0.00
-8.40,-15.00,89.77,0.83,37737,10.00,1.00,0.01,0.00
-8.44,-15.00,89.77,0.83,37727,10.00,1.00,0.01,0.00
-8.46,-15.00,88.72,0.83,37729,10.00,1.00,0.01,0.00
-8.45,-15.00,89.48,0.83,37782,10.00,1.00,0.01,0.00
-8.48,-15.00,89.48,0.83,37733,10.00,1.00,0.01,0.00
-8.53,-15.00,87.76,0.83,37727,10.00,1.00,0.01,0.00
-8.50,-15.00,87.76,0.83,37721,10.00,1.00,0.01,0.00
-8.50,-15.00,89.24,0.83,37725,10.00,1.00,0.01,0.00
-8.53,-15.00,88.31,0.83,37783,10.00,1.00,0.01,0.00
-8.52,-15.00,88.31,0.83,37718,10.00,1.00,0.01,0.00
-8.54,-15.00,88.40,0.83,37732,10.00,1.00,0.01,0.00
-8.55,-15.00,88.40,0.83,37728,10.00,1.00,0.01,0.00
-8.55,-15.00,88.21,0.83,37730,10.00,1.00,0.01,0.00
-8.58,-15.00,87.81,0.83,37712,10.00,1.00,0.01,0.00
-8.54,-15.00,87.81,0.82,37730,10.00,1.00,0.01,0.00
-8.61,-15.00,87.62,0.83,37722,10.00,1.00,0.01,0.00
-8.60,-15.00,87.62,0.83,37735,10.00,1.00,0.01,0.00
-8.61,-15.00,87.73,0.83,37715,10.00,1.00,0.01,0.00
-8.61,-15.00,87.76,0.83,37737,10.00,1.00,0.01,0.00
-8.59,-15.00,87.76,0.83,37716,10.00,1.00,0.01,0.00
-8.68,-15.00,86.53,0.83,37725,10.00,1.00,0.01,0.00
-8.68,-15.00,86.53,0.83,37721,10.00,1.00,0.01,0.00
-8.66,-15.00,87.56,0.83,37726,10.00,1.00,0.01,0.00
-8.66,-15.00,87.28,0.83,37723,10.00,1.00,0.01,0.00
-8.66,-15.00,87.28,0.83,37704,10.00,1.00,0.01,0.00
-8.70,-15.00,86.67,0.83,37729,10.00,1.00,0.01,0.00
-8.72,-15.00,86.44,0.83,37727,10.00,1.00,0.01,0.00
-8.72,-15.00,86.44,0.83,37720,10.00,1.00,0.01,0.00
-8.68,-15.00,87.60,0.83,37727,10.00,1.00,0.01,0.00
-8.74,-15.00,87.60,0.83,37742,10.00,1.00,0.01,0.00
-8.71,-15.00,86.61,0.83,37728,10.00,1.00,0.01,0.00
-8.76,-15.00,85.85,0.83,37741,10.00,1.00,0.01,0.00
-8.76,-15.00,85.85,0.83,37721,10.00,1.00,0.01,0.00
-8.80,-15.00,85.68,0.83,37730,10.00,1.00,0.01,0.00
-8.76,-15.00,85.68,0.83,37738,10.00,1.00,0.01,0.00
-8.77,-15.00,86.52,0.83,37709,10.00,1.00,0.01,0.00
-8.81,-15.00,85.58,0.83,37731,10.00,1.00,0.01,0.00
-8.84,-15.00,85.58,0.83,37730,10.00,1.00,0.01,0.00
-8.84,-15.00,85.23,0.83,37718,10.00,1.00,0.01,0.00
-8.85,-15.00,85.23,0.83,37725,10.00,1.00,0.01,0.00
-8.86,-15.00,85.28,0.83,37715,10.00,1.00,0.01,0.00
-8.86,-15.00,85.49,0.83,37731,10.00,1.00,0.01,0.00
-8.89,-15.00,85.49,0.83,37721,10.00,1.00,0.01,0.00
-8.87,-15.00,85.16,0.83,37721,10.00,1.00,0.01,0.00
-8.90,-15.00,85.16,0.83,37726,10.00,1.00,0.01,0.00
-8.91,-15.00,84.49,0.83,37727,10.00,1.00,0.01,0.00
-8.91,-15.00,85.04,0.83,37728,10.00,1.00,0.01,0.00
-8.93,-15.00,85.04,0.83,37733,10.00,1.00,0.01,0.00
-8.92,-15.00,84.63,0.83,37723,10.00,1.00,0.01,0.00
