5,10.00,1.00,0.01,0.00
-10.41,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-10.42,-15.00,99.64,0.82,65535,10.00,1.00,0.01,0.00
-10.42,-15.00,99.64,0.82,65535,10.00,1.00,0.01,0.00
-10.41,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-10.41,-15.00,99.86,0.82,65535,10.00,1.00,0.01,0.00
-10.41,-15.00,99.86,0.82,65535,10.00,1.00,0.01,0.00
-10.41,-15.00,99.96,0.82,65535,10.00,1.00,0.01,0.00
-10.42,-15.00,99.96,0.82,65535,10.00,1.00,0.01,0.00
-10.42,-15.00,99.75,0.82,65535,10.00,1.00,0.01,0.00
-10.42,-15.00,99.90,0.82,65535,10.00,1.00,0.01,0.00
-10.41,-15.00,99.90,0.82,65535,10.00,1.00,0.01,0.00
-10.41,-15.00,90.01,0.00
-9.06,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.91,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.92,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.92,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.90,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.90,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.95,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.91,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.94,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.96,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.91,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.88,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
-8.93,-15.00,100.00,0.82,65535,10.00,1.00,0.01,0.00
